model,stage,steer_layer,read_layer,source,target,alpha,abs_alpha,delta,ci_low,ci_high,delta_auc,mean_kl,kl_harmless,random_kl_harmless,content_ratio,refusal_rate,d_refusal,d_refusal_harmful,d_refusal_harmless,margin_shift,class_gap
qwen2.5-7b,C,6,7,R_harm,R_control,2.0,2.0,-1.0304073095321655,-1.040893691778183,-1.0195680141448975,-0.0016000047326087952,0.07725179940462112,0.11734136939048767,0.052812485955655575,2.221849005347226,0.39,0.0,0.0,0.0,-0.8399023413658142,2.4142346382141113
qwen2.5-7b,C,6,7,R_harm,R_role,2.0,2.0,-0.007353515829890966,-0.008430589106865227,-0.006329460395500065,-0.013600021600723267,0.07725179940462112,0.11734136939048767,0.052812485955655575,2.221849005347226,0.39,0.0,0.0,0.0,-0.8399023413658142,9.503987312316895
qwen2.5-7b,C,6,17,R_harm,R_harm,2.0,2.0,0.10686997324228287,0.0978861078619957,0.11525215376168489,-0.0040000081062316895,0.07725179940462112,0.11734136939048767,0.052812485955655575,2.221849005347226,0.39,0.0,0.0,0.0,-0.8399023413658142,23.48501205444336
qwen2.5-7b,C,6,17,R_harm,R_control,2.0,2.0,-0.08411362767219543,-0.09746020082384348,-0.07147204373031855,-0.004400014877319336,0.07725179940462112,0.11734136939048767,0.052812485955655575,2.221849005347226,0.39,0.0,0.0,0.0,-0.8399023413658142,13.214834213256836
qwen2.5-7b,C,6,17,R_harm,R_role,2.0,2.0,-0.0708027258515358,-0.07902354132384062,-0.06279583349823954,0.017199993133544922,0.07725179940462112,0.11734136939048767,0.052812485955655575,2.221849005347226,0.39,0.0,0.0,0.0,-0.8399023413658142,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,2.0,2.0,0.012036506086587906,0.006503783981315792,0.017901621805503958,-0.0040000081062316895,0.07725179940462112,0.11734136939048767,0.052812485955655575,2.221849005347226,0.39,0.0,0.0,0.0,-0.8399023413658142,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,2.0,2.0,-0.02098792977631092,-0.028825143165886403,-0.013072021189145749,0.0012000203132629395,0.07725179940462112,0.11734136939048767,0.052812485955655575,2.221849005347226,0.39,0.0,0.0,0.0,-0.8399023413658142,150.81204223632812
qwen2.5-7b,C,6,27,R_harm,R_role,2.0,2.0,-0.04371504858136177,-0.05955325486138463,-0.027889593504369266,-0.0028000175952911377,0.07725179940462112,0.11734136939048767,0.052812485955655575,2.221849005347226,0.39,0.0,0.0,0.0,-0.8399023413658142,98.78836059570312
qwen2.5-7b,C,6,7,R_harm,R_harm,-2.0,2.0,-1.5440236330032349,-1.5503081113100052,-1.5374706536531448,-0.0004000067710876465,0.08495723456144333,0.15005427598953247,0.052812485955655575,2.8412651530080737,0.38,-0.010000000000000009,-0.020000000000000018,0.0,0.9502539038658142,4.563311576843262
qwen2.5-7b,C,6,7,R_harm,R_control,-2.0,2.0,1.0257240533828735,1.0171156227588654,1.0342616230249404,0.01239999383687973,0.08495723456144333,0.15005427598953247,0.052812485955655575,2.8412651530080737,0.38,-0.010000000000000009,-0.020000000000000018,0.0,0.9502539038658142,2.4142346382141113
